english;french;level;frequency;type;info
to zero;mettre à zéro;B2;4
to zest;zester;B2;2
to zestify;zestifier;C1;1
to zinc;zincifier;C2;1
to zing;zinguer;C1;1
to zip;fermeture éclair;B2;5
to zombify;zombifier;C1;1
to zone;zonage;B2;4
to zoogeographers;zoogéographes;C2;1
to zoogeographic;zoogéographique;C2;1
to zoogeographical;zoogéographique;C2;1
to zoogeographies;zoogéographies;C2;1
to zookeep;soigner des animaux;B2;2
to zoologize;zoologiser;C1;1
to zoom;zoomer;A2;5
to zoophagize;zoophagiser;C2;1
to zoophyte;zoophyte;C2;1
to zooplankton;zooplancton;C2;1
to zoosporangium;zoosporangium;C2;1
to zoosporize;zoosporiser;C2;1
to zootomize;zootomiser;C2;1
